customer_id,order_id,product_category,purchase_date,return_request_date,days_to_return_request,return_window_days,within_return_window,order_value_inr,discount_applied,discount_percent,customer_total_orders,customer_past_returns,customer_return_rate,customer_account_age_days,same_address_accounts,return_reason,item_returned_matches_order,item_condition_on_return,delivery_confirmed,claimed_non_delivery,return_pickup_attempted,return_pickup_successful,return_request_weekday,return_after_weekend,refund_amount_inr,previous_fraud_flag,support_contacts_pre_return,is_fraud,fraud_type
CUST37659,ORD817555,home_decor,2024-01-06,2024-01-16,10,30,1,1074.1,1,6,10,0,0.0,1420,1,defective_product,1,new_with_tags,1,0,1,0,1,1,1020.39,0,0,0,none
CUST30319,ORD192724,home_decor,2024-05-13,2024-05-21,8,30,1,1109.0,1,8,25,3,0.12,639,1,not_as_described,1,new_with_tags,1,0,1,1,1,1,1053.55,0,0,0,none
CUST24404,ORD417420,electronics,2024-03-04,2024-03-16,12,7,0,1040.73,0,0,25,0,0.0,421,1,defective_product,1,new_with_tags,1,0,1,1,5,0,988.69,0,0,0,none
CUST88012,ORD752126,home_decor,2022-11-27,2022-12-07,10,14,1,915.13,0,0,16,0,0.0,515,1,size_issue,1,new_without_tags,1,0,1,1,2,0,869.37,0,0,0,none
CUST52661,ORD430825,clothing,2024-01-31,2024-02-01,1,30,1,5065.01,1,34,14,8,0.571,299,1,not_as_described,1,new_without_tags,1,1,0,0,3,0,4933.27,0,3,1,refund_fishing
CUST53065,ORD784196,clothing,2022-11-24,2022-12-14,20,30,1,613.56,0,0,19,1,0.053,1340,2,size_issue,1,new_without_tags,1,0,1,1,2,0,582.88,0,0,0,none
CUST83726,ORD975849,electronics,2024-01-24,2024-02-13,20,14,0,1703.7,1,11,21,3,0.143,1032,1,wrong_item_sent,1,new_with_tags,1,0,1,1,1,1,1618.52,0,2,0,none
CUST44452,ORD897429,clothing,2022-06-10,2022-06-13,3,14,1,662.9,0,0,10,1,0.1,1715,1,size_issue,1,new_with_tags,1,0,1,1,0,1,629.76,0,0,0,none
CUST23935,ORD429748,accessories,2022-03-19,2022-03-31,12,14,1,1560.53,1,16,19,2,0.105,1405,1,not_as_described,1,new_with_tags,1,0,1,1,3,0,1482.5,0,1,0,none
CUST97910,ORD465254,electronics,2022-06-03,2022-06-09,6,14,1,1153.4,1,15,16,1,0.062,586,1,defective_product,1,new_without_tags,1,0,1,1,3,0,1095.73,0,1,0,none
CUST72691,ORD602403,clothing,2023-10-11,2023-10-30,19,14,0,1820.84,1,49,12,5,0.417,359,3,size_issue,0,lightly_used,1,0,1,1,0,1,1731.47,0,2,1,price_abuse
CUST91857,ORD226842,clothing,2022-06-12,2022-06-17,5,30,1,1982.1,0,0,25,1,0.04,93,2,wrong_item_sent,1,new_with_tags,1,0,1,1,4,0,1883.0,0,0,0,none
CUST41779,ORD471890,footwear,2022-10-07,2022-10-25,18,30,1,729.69,1,15,13,1,0.077,1499,1,size_issue,1,new_with_tags,1,0,1,1,1,1,693.21,0,0,0,none
CUST78551,ORD188720,footwear,2024-05-06,2024-05-25,19,14,0,1314.86,0,0,25,1,0.04,1727,1,size_issue,1,new_without_tags,1,0,1,1,5,0,1249.12,0,0,0,none
CUST25674,ORD999428,electronics,2022-03-30,2022-04-14,15,7,0,2107.75,1,16,22,2,0.091,143,1,changed_mind,1,new_without_tags,1,0,1,1,3,0,2002.36,0,0,0,none
CUST63269,ORD380951,electronics,2022-03-28,2022-04-14,17,7,0,1951.08,1,6,7,2,0.286,1562,1,size_issue,1,new_with_tags,1,0,1,1,3,0,1853.53,0,1,0,none
CUST61807,ORD273659,clothing,2023-12-23,2023-12-26,3,14,1,1498.71,1,24,22,0,0.0,132,1,not_as_described,1,new_without_tags,1,0,1,1,1,1,1423.77,0,0,0,none
CUST84035,ORD858466,clothing,2022-02-26,2022-03-10,12,30,1,373.79,1,14,1,2,1.0,1149,1,size_issue,1,new_with_tags,1,0,1,1,3,0,355.1,0,0,0,none
CUST77177,ORD557754,clothing,2022-08-16,2022-09-02,17,7,0,3107.55,0,0,6,1,0.167,1497,1,size_issue,1,new_with_tags,1,0,1,1,4,0,2952.17,0,0,0,none
CUST65675,ORD761257,home_decor,2023-10-19,2023-10-29,10,14,1,1771.07,0,0,11,3,0.273,1430,1,wrong_item_sent,0,new_with_tags,1,0,1,1,6,0,1682.52,0,0,0,none
CUST64476,ORD578364,footwear,2023-10-06,2023-10-09,3,14,1,913.61,0,0,27,3,0.111,1176,1,defective_product,1,new_with_tags,1,0,1,1,0,1,867.93,0,0,0,none
CUST79125,ORD794595,electronics,2023-11-29,2023-12-05,6,14,1,2155.73,0,0,11,3,0.273,972,1,defective_product,1,new_with_tags,1,0,1,1,1,1,2047.94,0,2,0,none
CUST28659,ORD505605,footwear,2023-05-29,2023-06-11,13,30,1,200.0,0,0,14,1,0.071,178,1,size_issue,1,new_with_tags,1,0,1,1,6,0,190.0,0,1,0,none
CUST69130,ORD331890,electronics,2022-03-15,2022-04-04,20,14,0,2084.64,0,0,26,2,0.077,129,1,defective_product,1,new_with_tags,1,0,1,1,0,1,1980.41,0,0,0,none
CUST96755,ORD733727,electronics,2022-08-25,2022-08-30,5,14,1,2353.47,0,0,9,0,0.0,355,1,defective_product,1,new_with_tags,1,0,1,1,1,1,2235.8,0,0,0,none
CUST15529,ORD626378,clothing,2023-01-08,2023-01-18,10,30,1,1351.9,0,0,17,0,0.0,1317,1,not_as_described,1,new_without_tags,1,0,1,1,2,0,1284.3,0,2,0,none
CUST92960,ORD966929,clothing,2023-04-26,2023-05-11,15,14,0,1061.23,0,0,25,1,0.04,290,1,changed_mind,1,new_with_tags,1,0,1,1,3,0,1008.17,0,2,0,none
CUST17685,ORD994199,clothing,2023-06-24,2023-07-07,13,14,1,2162.45,1,17,22,0,0.0,1402,1,size_issue,1,lightly_used,1,0,1,1,4,0,2054.33,0,0,0,none
CUST48085,ORD244495,electronics,2022-10-28,2022-11-09,12,7,0,1487.64,1,11,29,2,0.069,1747,1,defective_product,1,new_without_tags,1,0,1,1,2,0,1413.26,0,0,0,none
CUST52498,ORD274270,electronics,2024-05-08,2024-05-21,13,7,0,1246.59,1,5,8,3,0.375,385,1,wrong_item_sent,1,new_without_tags,1,0,1,1,1,1,1184.26,0,0,0,none
CUST77844,ORD953009,footwear,2022-12-09,2022-12-29,20,7,0,1239.13,0,0,28,0,0.0,388,1,size_issue,1,lightly_used,1,0,1,1,3,0,1177.17,0,0,0,none
CUST30032,ORD168681,electronics,2023-05-10,2023-05-18,8,7,0,2351.39,1,19,24,2,0.083,523,1,size_issue,1,lightly_used,1,0,1,1,3,0,2233.82,0,2,0,none
CUST80292,ORD755322,footwear,2024-03-03,2024-03-23,20,30,1,679.3,0,0,14,1,0.071,1169,2,size_issue,1,new_without_tags,1,0,1,1,5,0,645.33,0,0,0,none
CUST96765,ORD194840,footwear,2022-03-27,2022-04-06,10,14,1,1527.15,1,14,15,1,0.067,1617,1,defective_product,1,new_without_tags,1,0,1,1,2,0,1450.79,0,1,0,none
CUST77378,ORD183561,footwear,2023-07-02,2023-07-15,13,14,1,2265.68,1,18,25,1,0.04,245,1,changed_mind,1,new_with_tags,1,0,1,1,5,0,2152.4,0,0,0,none
CUST31871,ORD850534,clothing,2024-03-05,2024-03-16,11,14,1,939.1,1,7,22,1,0.045,1684,1,wrong_item_sent,1,damaged,1,0,1,1,5,0,892.14,0,0,0,none
CUST85400,ORD194546,clothing,2024-03-20,2024-03-25,5,7,1,1632.04,1,23,1,3,1.0,1563,1,not_as_described,1,new_with_tags,1,0,1,1,0,1,1550.44,0,0,0,none
CUST72493,ORD764721,footwear,2022-11-02,2022-11-18,16,14,0,452.06,1,7,19,1,0.053,1363,1,not_as_described,1,lightly_used,1,0,1,1,4,0,429.46,0,0,0,none
CUST16461,ORD618970,home_decor,2022-01-12,2022-01-21,9,14,1,3165.07,0,0,1,3,1.0,1425,1,defective_product,1,new_with_tags,1,0,1,1,4,0,3006.82,0,0,0,none
CUST84984,ORD327534,clothing,2022-04-20,2022-05-17,27,30,1,5060.53,0,0,9,9,1.0,169,3,not_as_described,0,new_without_tags,1,0,0,0,1,1,4629.3,0,0,1,item_switching
CUST90440,ORD246668,home_decor,2022-09-18,2022-09-22,4,14,1,2296.93,1,6,2,0,0.0,831,1,size_issue,1,lightly_used,1,0,1,1,3,0,2182.08,0,1,0,none
CUST63354,ORD940104,home_decor,2022-05-12,2022-05-16,4,14,1,2404.75,1,10,15,0,0.0,1777,1,size_issue,1,new_with_tags,1,0,1,1,0,1,2284.51,0,1,0,none
CUST65519,ORD180385,accessories,2024-03-26,2024-04-06,11,14,1,536.46,1,16,5,0,0.0,597,1,size_issue,1,new_without_tags,1,0,1,1,5,0,509.64,0,1,0,none
CUST55236,ORD542503,clothing,2023-08-04,2023-08-15,11,14,1,1460.05,1,23,22,2,0.091,1421,1,wrong_item_sent,1,new_with_tags,1,0,1,1,1,1,1387.05,0,0,0,none
CUST17152,ORD879233,clothing,2022-10-21,2022-11-02,12,30,1,1330.81,1,19,27,1,0.037,535,2,wrong_item_sent,1,new_with_tags,1,0,1,1,2,0,1264.27,0,0,0,none
CUST46002,ORD628924,electronics,2024-05-17,2024-06-05,19,14,0,1400.25,0,0,5,0,0.0,615,1,size_issue,0,new_without_tags,1,0,1,1,2,0,1330.24,0,0,0,none
CUST59615,ORD287795,home_decor,2023-10-17,2023-10-26,9,30,1,2652.28,0,0,27,3,0.111,1154,2,defective_product,1,lightly_used,1,0,1,1,3,0,2519.67,0,0,0,none
CUST88282,ORD533232,footwear,2023-03-10,2023-03-14,4,14,1,716.85,0,0,12,3,0.25,291,1,wrong_item_sent,1,new_with_tags,1,0,1,1,1,1,681.01,0,0,0,none
CUST52899,ORD249824,footwear,2022-02-18,2022-02-24,6,30,1,200.0,0,0,16,0,0.0,1613,1,size_issue,1,lightly_used,1,0,1,1,3,0,190.0,0,0,0,none
CUST14044,ORD167808,clothing,2023-07-20,2023-08-04,15,14,0,2388.93,0,0,8,0,0.0,949,1,wrong_item_sent,1,new_with_tags,1,0,1,1,4,0,2269.48,0,0,0,none
CUST17094,ORD594668,clothing,2022-03-08,2022-03-20,12,7,0,2491.53,0,0,27,3,0.111,276,1,size_issue,1,new_without_tags,1,0,1,1,6,0,2366.95,0,2,0,none
CUST28855,ORD728258,accessories,2023-08-27,2023-09-01,5,7,1,200.0,0,0,25,3,0.12,1488,2,defective_product,1,new_with_tags,1,0,1,1,4,0,190.0,0,1,0,none
CUST11854,ORD614688,footwear,2023-05-12,2023-05-28,16,14,0,572.65,1,24,16,0,0.0,1160,1,size_issue,1,new_with_tags,1,0,1,1,6,0,544.02,0,0,0,none
CUST38705,ORD630471,footwear,2022-01-11,2022-01-28,17,14,0,843.09,0,0,9,1,0.111,819,1,size_issue,1,new_with_tags,1,0,1,1,4,0,800.94,0,1,0,none
CUST73183,ORD166741,footwear,2022-10-05,2022-10-11,6,14,1,2944.54,1,11,16,5,0.312,149,2,defective_product,0,lightly_used,1,1,1,1,1,1,2719.51,0,3,1,wardrobing
CUST84427,ORD224074,home_decor,2023-08-23,2023-09-06,14,14,1,596.19,0,0,13,0,0.0,929,1,defective_product,1,lightly_used,1,0,1,1,2,0,566.38,0,1,0,none
CUST70387,ORD965553,electronics,2022-09-17,2022-10-06,19,30,1,789.39,1,6,10,3,0.3,1481,1,defective_product,1,lightly_used,1,0,1,1,3,0,749.92,0,2,0,none
CUST44132,ORD692487,clothing,2022-03-26,2022-04-04,9,14,1,2373.68,0,0,11,1,0.091,513,1,wrong_item_sent,1,new_with_tags,1,0,1,1,0,1,2255.0,0,0,0,none
CUST85225,ORD981621,footwear,2024-05-18,2024-05-31,13,14,1,1711.45,0,0,17,2,0.118,158,1,defective_product,1,new_without_tags,1,0,1,1,4,0,1625.88,0,0,0,none
CUST20793,ORD598597,clothing,2022-09-10,2022-09-25,15,30,1,1367.41,0,0,27,2,0.074,495,1,defective_product,1,lightly_used,1,0,1,1,6,0,1299.04,0,0,0,none
CUST22704,ORD547852,home_decor,2023-03-17,2023-03-27,10,14,1,2421.3,0,0,29,1,0.034,1714,1,wrong_item_sent,1,new_with_tags,1,0,1,1,0,1,2300.24,0,0,0,none
CUST34434,ORD334903,clothing,2023-06-26,2023-07-05,9,14,1,2172.46,0,0,7,0,0.0,274,1,changed_mind,1,new_with_tags,1,0,1,1,2,0,2063.84,0,1,0,none
CUST25220,ORD539673,clothing,2024-04-25,2024-05-09,14,30,1,2503.26,0,0,4,3,0.75,151,2,size_issue,1,new_with_tags,1,0,1,1,3,0,2378.1,0,0,0,none
CUST36489,ORD709732,clothing,2023-09-24,2023-10-02,8,30,1,1422.39,1,13,2,1,0.5,577,1,size_issue,1,new_without_tags,1,0,1,1,0,1,1351.27,0,1,0,none
CUST75410,ORD566222,clothing,2022-10-12,2022-10-18,6,14,1,2355.91,1,13,29,1,0.034,159,1,size_issue,1,new_with_tags,1,0,1,1,1,1,2238.11,0,1,0,none
CUST30631,ORD454233,electronics,2024-05-30,2024-06-06,7,14,1,1993.73,1,19,18,0,0.0,1187,1,wrong_item_sent,1,new_with_tags,1,0,1,1,3,0,1894.04,0,1,0,none
CUST20057,ORD764316,electronics,2023-01-21,2023-02-10,20,14,0,1851.97,0,0,16,0,0.0,1247,1,size_issue,1,new_with_tags,1,0,1,1,4,0,1759.37,0,0,0,none
CUST87748,ORD868260,clothing,2024-05-19,2024-05-27,8,14,1,1372.78,0,0,28,1,0.036,1600,1,defective_product,1,new_with_tags,0,1,1,1,0,1,1304.14,0,1,0,none
CUST76412,ORD817688,accessories,2023-08-19,2023-08-23,4,30,1,1840.13,0,0,8,2,0.25,1373,1,wrong_item_sent,1,lightly_used,0,1,1,1,2,0,1748.12,0,0,0,none
CUST47364,ORD187289,accessories,2024-03-17,2024-03-28,11,30,1,1922.86,0,0,15,1,0.067,503,1,size_issue,1,new_with_tags,1,0,1,1,3,0,1826.72,0,0,0,none
CUST36724,ORD839919,clothing,2023-04-07,2023-04-18,11,14,1,2674.04,0,0,21,3,0.143,1351,1,not_as_described,1,lightly_used,1,0,1,1,1,1,2540.34,0,0,0,none
CUST99088,ORD860579,footwear,2022-04-15,2022-04-22,7,14,1,2085.57,0,0,4,2,0.5,832,1,size_issue,1,new_without_tags,1,0,1,1,4,0,1981.29,0,1,0,none
CUST90576,ORD604967,electronics,2022-04-13,2022-05-02,19,14,0,2205.38,0,0,7,3,0.429,485,1,size_issue,1,lightly_used,1,0,1,1,0,1,2095.11,0,0,0,none
CUST31473,ORD992810,accessories,2023-07-07,2023-07-16,9,30,1,1981.63,0,0,7,1,0.143,1012,1,defective_product,1,new_with_tags,1,0,1,1,6,0,1882.55,0,0,0,none
CUST47309,ORD450971,clothing,2023-06-28,2023-07-05,7,14,1,3064.47,1,7,4,1,0.25,1746,1,size_issue,1,lightly_used,1,0,1,1,2,0,2911.25,0,0,0,none
CUST61445,ORD510373,clothing,2022-03-04,2022-03-10,6,30,1,1144.53,0,0,22,3,0.136,1445,1,wrong_item_sent,1,new_with_tags,1,0,1,1,3,0,1087.3,0,1,0,none
CUST30868,ORD601946,clothing,2024-04-08,2024-04-15,7,7,1,3829.48,1,12,10,5,0.5,77,1,defective_product,1,new_without_tags,1,0,1,1,0,1,3549.23,1,3,1,wardrobing
CUST31299,ORD875369,footwear,2023-02-09,2023-02-28,19,30,1,1346.04,0,0,4,3,0.75,1310,1,size_issue,1,lightly_used,1,0,1,1,1,1,1278.74,0,1,0,none
CUST42329,ORD391228,electronics,2023-03-13,2023-03-16,3,14,1,669.82,1,11,5,1,0.2,1127,1,wrong_item_sent,1,lightly_used,1,0,1,1,3,0,636.33,0,0,0,none
CUST35301,ORD147431,home_decor,2023-11-16,2023-11-21,5,7,1,2624.45,1,18,17,12,0.706,47,5,defective_product,1,new_without_tags,1,0,0,0,1,1,2363.68,1,3,1,account_abuse
CUST98716,ORD715846,electronics,2022-08-21,2022-08-26,5,30,1,1079.71,1,9,19,0,0.0,661,1,size_issue,1,new_with_tags,1,0,1,1,4,0,1025.72,0,2,0,none
CUST98984,ORD275512,clothing,2023-03-04,2023-03-12,8,14,1,853.73,1,6,12,3,0.25,820,1,defective_product,1,new_with_tags,1,0,1,1,6,0,811.04,0,0,0,none
CUST75225,ORD552025,clothing,2022-08-30,2022-09-09,10,7,0,416.02,1,9,10,1,0.1,618,1,changed_mind,1,damaged,1,0,1,1,4,0,395.22,0,0,0,none
CUST23276,ORD582752,electronics,2022-07-19,2022-08-07,19,30,1,1648.6,0,0,26,2,0.077,1644,1,size_issue,1,new_without_tags,1,0,1,1,6,0,1566.17,0,0,0,none
CUST44735,ORD371645,clothing,2024-02-15,2024-03-04,18,14,0,1145.36,0,0,9,1,0.111,1561,1,wrong_item_sent,1,new_with_tags,1,0,1,1,0,1,1088.09,0,0,0,none
CUST21551,ORD521315,home_decor,2022-01-21,2022-02-06,16,7,0,2132.49,0,0,28,0,0.0,396,1,defective_product,1,lightly_used,1,0,1,1,6,0,2025.87,0,0,0,none
CUST68860,ORD322899,clothing,2022-01-16,2022-01-27,11,14,1,686.34,0,0,6,1,0.167,454,1,wrong_item_sent,1,lightly_used,1,0,1,1,3,0,652.02,0,0,0,none
CUST13534,ORD949192,footwear,2023-11-04,2023-11-23,19,7,0,880.71,0,0,22,3,0.136,1522,1,size_issue,1,new_with_tags,1,0,1,1,3,0,836.67,0,0,0,none
CUST41135,ORD759457,clothing,2024-02-03,2024-02-08,5,7,1,1284.99,0,0,12,2,0.167,492,1,wrong_item_sent,1,new_with_tags,1,0,1,1,3,0,1220.74,0,0,0,none
CUST48745,ORD296972,clothing,2023-03-27,2023-03-30,3,14,1,2060.01,1,9,16,3,0.188,693,1,wrong_item_sent,1,new_without_tags,1,0,1,1,3,0,1957.01,0,0,0,none
CUST71694,ORD480481,footwear,2023-12-05,2023-12-23,18,14,0,1538.15,1,8,27,3,0.111,249,1,defective_product,1,lightly_used,1,0,1,1,5,0,1461.24,0,0,0,none
CUST51342,ORD866367,accessories,2023-02-20,2023-02-27,7,14,1,1722.12,1,19,3,0,0.0,692,1,size_issue,1,new_without_tags,1,0,1,1,0,1,1636.01,0,0,0,none
CUST59277,ORD114303,electronics,2022-10-14,2022-10-26,12,14,1,200.0,0,0,5,0,0.0,415,1,size_issue,1,new_without_tags,1,0,1,1,2,0,190.0,0,1,0,none
CUST71706,ORD900530,clothing,2023-01-05,2023-01-11,6,14,1,2933.86,0,0,18,3,0.167,1457,1,defective_product,1,new_with_tags,1,0,1,1,2,0,2787.17,0,1,0,none
CUST44832,ORD840605,footwear,2022-05-23,2022-05-26,3,14,1,5927.41,1,21,8,4,0.5,120,2,size_issue,0,damaged,1,1,1,1,3,0,5649.66,1,1,1,refund_fishing
CUST30635,ORD532472,clothing,2022-09-17,2022-10-03,16,30,1,2320.51,0,0,28,3,0.107,1316,1,size_issue,1,new_without_tags,1,0,1,1,0,1,2204.48,0,0,0,none
CUST63736,ORD849940,accessories,2022-10-02,2022-10-18,16,7,0,1040.63,0,0,18,0,0.0,1602,1,size_issue,1,lightly_used,1,0,1,1,1,1,988.6,0,0,0,none
CUST83575,ORD895466,clothing,2022-02-01,2022-02-09,8,14,1,1998.87,0,0,3,0,0.0,548,1,size_issue,1,new_without_tags,1,0,1,1,2,0,1898.93,0,2,0,none
CUST37152,ORD457259,electronics,2022-09-05,2022-09-20,15,7,0,200.0,0,0,19,2,0.105,1310,1,size_issue,1,new_with_tags,1,0,1,1,1,1,190.0,0,0,0,none
CUST36517,ORD727203,electronics,2022-06-18,2022-06-25,7,7,1,1131.06,0,0,12,3,0.25,1593,1,size_issue,1,new_with_tags,1,0,1,0,5,0,1074.51,0,0,0,none
CUST27054,ORD963829,electronics,2023-03-10,2023-03-27,17,14,0,829.68,0,0,28,3,0.107,370,2,size_issue,1,new_without_tags,1,0,1,1,0,1,788.2,0,1,0,none
CUST92862,ORD607243,electronics,2023-12-03,2023-12-17,14,30,1,1161.11,1,23,28,1,0.036,1114,1,size_issue,1,new_without_tags,1,0,1,1,6,0,1103.05,0,0,0,none
CUST49651,ORD980605,accessories,2024-05-25,2024-05-30,5,14,1,888.73,0,0,24,1,0.042,1301,1,defective_product,1,new_without_tags,1,0,1,1,3,0,844.29,0,1,0,none
CUST53719,ORD543410,clothing,2024-02-05,2024-02-09,4,30,1,913.98,1,8,14,0,0.0,1476,1,changed_mind,1,new_with_tags,1,0,1,1,4,0,868.28,0,0,0,none
CUST87184,ORD456470,footwear,2023-05-13,2023-05-27,14,14,1,200.0,0,0,3,2,0.667,1769,1,changed_mind,0,lightly_used,1,0,1,1,5,0,190.0,0,0,0,none
CUST92955,ORD885100,clothing,2023-08-25,2023-09-05,11,14,1,2287.89,1,11,15,2,0.133,619,1,wrong_item_sent,1,new_without_tags,1,0,1,1,1,1,2173.5,0,1,0,none
CUST33028,ORD301774,home_decor,2022-04-22,2022-05-01,9,30,1,1566.65,1,10,21,2,0.095,633,1,defective_product,1,new_with_tags,1,0,1,1,6,0,1488.32,0,0,0,none
CUST88675,ORD652874,electronics,2023-02-20,2023-03-08,16,7,0,1165.89,0,0,28,1,0.036,1616,1,size_issue,1,new_with_tags,1,0,1,1,2,0,1107.6,0,0,0,none
CUST84828,ORD654823,clothing,2022-08-11,2022-08-20,9,14,1,5133.91,0,0,7,5,0.714,34,1,not_as_described,0,new_without_tags,1,0,1,1,5,0,4650.68,0,0,1,item_switching
CUST44039,ORD653275,clothing,2023-03-26,2023-04-05,10,14,1,1755.89,0,0,27,3,0.111,781,1,wrong_item_sent,1,new_with_tags,1,0,1,1,2,0,1668.1,0,0,0,none
CUST28350,ORD933762,electronics,2022-07-28,2022-08-16,19,30,1,1691.35,0,0,25,1,0.04,1416,1,not_as_described,1,new_without_tags,1,0,1,1,1,1,1606.78,0,0,0,none
CUST47128,ORD341539,footwear,2022-03-13,2022-03-20,7,30,1,1351.62,0,0,3,0,0.0,510,1,not_as_described,1,new_without_tags,1,0,1,1,6,0,1284.04,0,0,0,none
CUST95196,ORD401787,home_decor,2022-02-01,2022-02-10,9,7,0,4034.57,1,37,6,8,1.0,20,3,defective_product,0,damaged,1,0,1,1,3,0,3696.48,0,2,1,item_switching
CUST33582,ORD941390,electronics,2022-01-31,2022-02-14,14,14,1,1741.87,0,0,25,3,0.12,1353,1,defective_product,1,lightly_used,1,0,1,1,0,1,1654.78,0,1,0,none
CUST41780,ORD654943,footwear,2023-05-09,2023-05-14,5,14,1,1047.57,0,0,11,3,0.273,371,1,defective_product,1,new_without_tags,1,0,0,0,0,1,1035.62,0,0,1,wardrobing
CUST71400,ORD154537,clothing,2023-05-01,2023-05-05,4,14,1,2357.64,1,63,3,8,1.0,12,1,changed_mind,1,new_without_tags,1,1,1,0,4,0,2256.93,0,0,1,price_abuse
CUST92998,ORD668096,accessories,2022-10-28,2022-11-01,4,14,1,200.0,1,18,19,2,0.105,894,1,defective_product,1,new_with_tags,1,0,1,1,1,1,190.0,0,0,0,none
CUST53652,ORD188109,electronics,2023-05-04,2023-05-19,15,14,0,911.83,1,5,26,1,0.038,906,1,size_issue,1,new_with_tags,1,0,1,1,4,0,866.24,0,0,0,none
CUST39605,ORD124673,electronics,2023-10-12,2023-10-31,19,7,0,646.93,0,0,16,3,0.188,870,1,wrong_item_sent,0,new_with_tags,1,0,1,1,1,1,614.58,0,0,0,none
CUST42742,ORD119506,electronics,2022-04-19,2022-05-06,17,30,1,1624.91,0,0,13,3,0.231,312,1,defective_product,1,damaged,1,0,1,1,4,0,1543.66,0,0,0,none
CUST15513,ORD831844,footwear,2022-05-08,2022-05-27,19,7,0,2356.09,0,0,16,1,0.062,1409,1,size_issue,1,new_with_tags,1,0,1,1,4,0,2238.29,0,0,0,none
CUST60523,ORD326813,home_decor,2023-08-24,2023-09-04,11,30,1,2604.76,1,18,24,2,0.083,967,1,size_issue,1,new_with_tags,1,0,1,1,0,1,2474.52,0,0,0,none
CUST67761,ORD162915,electronics,2022-06-04,2022-06-11,7,14,1,2244.24,0,0,7,0,0.0,1056,1,defective_product,1,new_without_tags,1,0,1,0,5,0,2132.03,0,1,0,none
CUST24869,ORD604783,home_decor,2022-10-27,2022-10-30,3,14,1,2050.57,0,0,14,1,0.071,863,1,wrong_item_sent,1,new_with_tags,1,0,1,1,6,0,1948.04,0,1,0,none
CUST99849,ORD151605,electronics,2023-03-25,2023-04-02,8,14,1,293.21,1,12,12,3,0.25,657,1,size_issue,1,lightly_used,1,0,1,1,6,0,278.55,0,0,0,none
CUST72140,ORD285320,electronics,2023-11-07,2023-11-26,19,7,0,200.0,0,0,4,3,0.75,1505,1,defective_product,1,new_with_tags,1,0,1,1,6,0,190.0,0,1,0,none
CUST84086,ORD696337,electronics,2023-04-02,2023-04-05,3,14,1,1073.63,0,0,2,1,0.5,1173,1,size_issue,1,new_with_tags,1,0,1,1,2,0,1019.95,0,1,0,none
CUST88544,ORD437132,accessories,2022-11-05,2022-11-22,17,14,0,4932.26,1,44,2,5,1.0,158,3,defective_product,0,new_without_tags,1,0,0,0,1,1,4648.63,0,0,1,item_switching
CUST49834,ORD271993,clothing,2022-06-02,2022-06-05,3,30,1,1392.92,0,0,10,1,0.1,521,2,defective_product,1,new_with_tags,1,0,1,1,6,0,1323.27,0,0,0,none
CUST64890,ORD986516,clothing,2022-06-13,2022-06-18,5,14,1,200.0,0,0,4,2,0.5,179,1,defective_product,1,new_with_tags,1,0,1,1,5,0,190.0,0,0,0,none
CUST44082,ORD495451,electronics,2022-01-30,2022-02-09,10,14,1,3305.02,1,33,6,7,1.0,276,2,changed_mind,1,new_without_tags,1,1,1,1,2,0,3278.63,0,0,1,price_abuse
CUST75278,ORD122536,accessories,2022-09-22,2022-10-02,10,30,1,716.28,1,7,8,1,0.125,1169,1,size_issue,1,new_without_tags,1,0,1,1,6,0,680.47,0,1,0,none
CUST16903,ORD519492,electronics,2023-04-10,2023-04-27,17,14,0,2253.68,0,0,2,2,1.0,363,1,not_as_described,1,new_with_tags,1,0,1,1,3,0,2141.0,0,0,0,none
CUST23277,ORD570284,electronics,2022-08-07,2022-08-10,3,14,1,1542.86,1,37,10,12,1.0,17,7,size_issue,1,lightly_used,1,1,1,1,2,0,1488.36,0,0,1,account_abuse
CUST85235,ORD579123,clothing,2023-06-18,2023-06-19,1,14,1,3262.35,0,0,12,8,0.667,264,3,changed_mind,1,lightly_used,1,1,1,0,0,1,3216.98,0,1,1,refund_fishing
CUST89900,ORD864147,clothing,2024-05-07,2024-05-27,20,30,1,2822.21,1,14,6,9,1.0,94,1,not_as_described,0,new_without_tags,1,0,1,1,0,1,2600.02,0,0,1,item_switching
CUST63849,ORD430102,footwear,2022-01-22,2022-01-29,7,14,1,2613.03,1,23,6,0,0.0,283,1,wrong_item_sent,1,new_with_tags,1,0,1,1,5,0,2482.38,0,0,0,none
CUST88269,ORD232126,clothing,2024-01-12,2024-01-28,16,30,1,1413.98,0,0,29,3,0.103,1728,1,defective_product,1,new_without_tags,1,0,1,1,6,0,1343.28,0,1,0,none
CUST59903,ORD577595,footwear,2023-09-06,2023-09-14,8,7,0,1884.61,0,0,29,3,0.103,1748,1,not_as_described,1,lightly_used,1,0,1,1,3,0,1790.38,0,2,0,none
CUST26880,ORD351696,electronics,2023-09-03,2023-09-15,12,14,1,2146.79,1,11,28,2,0.071,413,1,wrong_item_sent,1,new_with_tags,1,0,1,1,4,0,2039.45,0,2,0,none
CUST11967,ORD196459,clothing,2023-06-24,2023-07-12,18,30,1,348.74,1,21,15,3,0.2,1355,1,size_issue,1,new_without_tags,1,0,1,1,2,0,331.3,0,1,0,none
