days_to_return_request,return_window_days,within_return_window,order_value_inr,discount_applied,discount_percent,customer_total_orders,customer_past_returns,customer_return_rate,customer_account_age_days,same_address_accounts,item_returned_matches_order,delivery_confirmed,claimed_non_delivery,return_pickup_attempted,return_pickup_successful,return_request_weekday,return_after_weekend,refund_amount_inr,previous_fraud_flag,support_contacts_pre_return,refund_ratio,high_value_high_returner,new_account_flag,multi_account_flag,false_non_delivery,pickup_failed_flag,discount_abuse_flag,weekend_return_flag,pre_return_support_flag,return_reason_enc,item_condition_enc,cat_accessories,cat_clothing,cat_electronics,cat_footwear,cat_home_decor
4,14,1,1938.39,0,0,14,1,0.071,481,1,1,1,0,1,1,0,1,1841.47,0,0,0.95,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0
1,30,1,2912.1,1,33,4,5,1.0,58,4,1,1,0,1,0,0,1,2632.87,1,2,0.9041,0,0,1,0,1,1,1,1,4,2,0,1,0,0,0
10,14,1,1546.52,0,0,4,1,0.25,1338,2,1,1,0,1,1,3,0,1469.19,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,14,1,3177.92,1,20,10,6,0.6,33,2,1,1,1,1,1,3,0,3021.77,1,2,0.9509,1,0,0,1,0,0,0,1,1,2,0,1,0,0,0
10,14,1,1154.4,0,0,4,2,0.5,367,1,1,1,0,1,1,4,0,1096.68,0,1,0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7,14,1,4271.61,1,15,6,9,1.0,122,2,0,1,0,1,0,5,0,4125.41,0,2,0.9658,1,0,0,0,1,0,0,1,1,2,1,0,0,0,0
18,14,0,2101.99,1,14,1,1,1.0,575,1,1,1,0,1,1,5,0,1996.89,0,1,0.95,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
18,14,0,1369.29,1,24,2,1,0.5,1343,1,1,1,0,1,1,5,0,1300.83,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,14,1,464.08,0,0,27,1,0.037,1147,1,1,1,0,1,1,2,0,440.88,0,0,0.95,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0
1,14,1,3548.6,0,0,5,4,0.8,205,1,1,1,1,0,0,4,0,3346.27,1,1,0.943,1,0,0,1,0,0,0,0,4,1,0,0,0,0,1
10,30,1,1820.31,1,11,17,3,0.176,1310,1,1,1,0,1,1,3,0,1729.29,0,1,0.95,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
13,14,1,636.59,0,0,1,0,0.0,214,1,1,1,0,1,1,0,1,604.76,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9,30,1,1142.08,0,0,1,1,1.0,1280,1,1,1,0,1,1,6,0,1084.98,0,1,0.95,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
18,14,0,2625.69,1,17,27,1,0.037,148,1,1,1,0,1,1,2,0,2494.41,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
3,30,1,2473.41,1,9,13,3,0.231,147,1,1,1,0,1,1,2,0,2349.74,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,14,1,1072.58,0,0,12,3,0.25,764,1,1,1,0,1,1,4,0,1018.95,0,0,0.95,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
8,30,1,1806.98,1,49,9,4,0.444,276,1,0,1,0,1,1,4,0,1792.31,1,1,0.9919,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0
5,14,1,2527.94,1,21,8,3,0.375,1002,1,1,1,0,1,1,2,0,2401.54,0,0,0.95,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0
12,14,1,1196.08,0,0,16,1,0.062,686,1,0,1,0,1,1,6,0,1136.28,0,1,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
13,7,0,287.12,0,0,5,3,0.6,427,1,1,1,0,1,0,6,0,272.76,0,0,0.95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14,7,0,2002.92,0,0,16,0,0.0,921,1,1,1,0,1,1,3,0,1902.77,0,1,0.95,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
15,30,1,969.49,0,0,29,2,0.069,1728,1,1,1,0,1,1,6,0,921.02,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9,14,1,1208.25,1,19,12,2,0.167,1681,1,1,1,0,1,1,0,1,1147.84,0,1,0.95,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
11,30,1,2077.22,0,0,5,2,0.4,1035,1,1,1,0,1,1,1,1,1973.36,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
4,7,1,1868.11,1,8,20,2,0.1,938,1,1,1,0,1,1,6,0,1774.7,0,0,0.95,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0
10,14,1,986.01,1,12,17,3,0.176,772,1,1,1,0,1,1,4,0,936.71,0,1,0.95,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0
11,7,0,564.54,0,0,19,0,0.0,873,1,1,1,0,1,1,4,0,536.31,0,1,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13,14,1,1363.39,0,0,11,3,0.273,959,1,1,0,1,1,1,4,0,1295.22,0,2,0.95,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0
7,30,1,200.0,0,0,13,1,0.077,1546,1,1,1,0,1,1,5,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7,30,1,832.99,0,0,20,3,0.15,1694,1,1,1,0,1,1,0,1,791.34,0,0,0.95,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0
4,7,1,2167.9,0,0,25,0,0.0,1486,1,1,1,0,1,1,5,0,2059.5,0,0,0.95,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
20,14,0,905.61,1,24,4,3,0.75,378,1,1,1,0,1,1,3,0,860.33,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
15,14,0,1430.32,0,0,25,1,0.04,1704,1,1,1,0,1,1,2,0,1358.8,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
3,30,1,762.4,0,0,23,0,0.0,1124,2,1,1,0,1,1,5,0,724.28,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,14,1,1937.74,0,0,25,1,0.04,573,1,1,1,0,1,1,6,0,1840.85,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0
15,14,0,3320.53,1,38,12,3,0.25,27,3,0,1,0,0,0,1,1,3177.99,0,3,0.9571,0,1,1,0,0,0,1,1,4,0,0,1,0,0,0
7,7,1,381.46,0,0,16,0,0.0,538,1,1,1,0,1,1,0,1,362.39,0,1,0.95,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8,14,1,1905.5,0,0,14,0,0.0,638,1,1,1,0,1,1,0,1,1810.22,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,30,1,3188.77,1,8,6,0,0.0,1745,1,1,1,0,1,1,0,1,3029.33,0,0,0.95,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0
4,7,1,1243.8,0,0,4,1,0.25,1078,1,1,1,0,1,1,6,0,1181.61,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
14,14,1,2076.56,0,0,15,2,0.133,1273,1,1,1,0,1,1,3,0,1972.73,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
14,14,1,2025.88,0,0,28,1,0.036,918,1,1,1,0,1,1,5,0,1924.59,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
19,14,0,772.42,1,18,26,1,0.038,514,1,1,1,0,1,1,0,1,733.8,0,0,0.95,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
18,30,1,673.11,1,7,19,0,0.0,1289,1,1,1,0,1,1,2,0,639.45,0,0,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,14,1,1227.85,0,0,18,2,0.111,1679,1,1,1,0,1,1,3,0,1166.46,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,30,1,777.67,1,17,14,2,0.143,492,1,1,1,0,1,1,4,0,738.79,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
6,14,1,791.14,0,0,20,2,0.1,837,1,1,1,0,1,0,2,0,751.58,0,0,0.95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,14,1,1662.02,1,11,29,2,0.069,442,2,1,1,0,1,1,5,0,1578.92,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
15,14,0,1763.82,0,0,27,0,0.0,1530,1,1,1,0,1,0,5,0,1675.63,0,0,0.95,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14,14,1,2368.93,1,10,8,2,0.25,1204,2,1,1,0,1,1,2,0,2250.48,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,14,1,1962.71,0,0,17,0,0.0,429,1,1,1,0,1,0,0,1,1864.57,0,0,0.95,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0
17,30,1,1603.2,0,0,29,0,0.0,937,1,1,1,0,1,1,5,0,1523.04,0,1,0.95,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
2,14,1,5501.85,1,30,13,11,0.846,30,7,0,1,0,0,0,0,1,5142.25,0,0,0.9346,1,0,1,0,0,1,1,0,4,2,0,1,0,0,0
4,7,1,244.96,0,0,17,3,0.176,996,1,0,1,0,1,1,4,0,232.71,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7,1,1956.4,1,28,19,8,0.421,77,1,0,1,1,0,0,5,0,1833.7,0,3,0.9373,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0
5,7,1,994.01,0,0,20,2,0.1,272,1,1,1,0,1,1,5,0,944.31,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11,14,1,1735.36,1,18,22,2,0.091,999,1,1,1,0,1,1,3,0,1648.59,0,2,0.95,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0
8,14,1,2513.78,0,0,24,2,0.083,1416,2,1,1,0,1,1,5,0,2388.09,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
18,7,0,4287.13,1,41,16,9,0.562,396,1,0,1,0,1,1,0,1,4045.73,0,3,0.9437,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
4,7,1,5961.73,1,31,19,9,0.474,288,1,0,1,1,0,0,1,1,5486.35,0,3,0.9203,1,0,0,1,0,1,1,1,4,2,0,1,0,0,0
6,14,1,810.32,0,0,13,0,0.0,1045,1,1,1,0,1,1,2,0,769.8,0,1,0.95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
13,30,1,1166.96,0,0,29,2,0.069,1710,1,1,1,0,1,1,5,0,1108.61,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,30,1,4107.19,1,10,10,6,0.6,157,1,1,1,1,1,0,0,1,3758.22,1,0,0.915,1,0,0,1,1,0,1,0,2,2,0,1,0,0,0
3,14,1,2134.03,0,0,2,2,1.0,409,1,1,1,0,1,1,6,0,2027.33,0,1,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12,14,1,1974.14,0,0,14,0,0.0,751,1,1,0,1,1,1,1,1,1875.43,0,0,0.95,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
19,14,0,1070.88,1,9,3,2,0.667,502,1,1,1,0,1,1,6,0,1017.34,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,14,1,632.95,0,0,16,3,0.188,94,1,1,1,0,1,1,2,0,601.3,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0
11,14,1,935.33,0,0,10,0,0.0,521,2,1,1,0,1,1,3,0,888.56,0,1,0.95,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
12,14,1,995.56,1,12,22,2,0.091,405,1,1,1,0,1,1,5,0,945.78,0,0,0.95,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
3,7,1,2141.43,0,0,29,1,0.034,621,2,1,1,0,1,1,2,0,2034.36,0,2,0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19,30,1,793.07,1,23,4,0,0.0,1339,1,0,1,0,1,1,3,0,753.42,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
16,14,0,1182.34,1,23,1,1,1.0,262,1,1,1,0,1,1,6,0,1123.22,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
15,30,1,708.68,0,0,4,2,0.5,625,1,1,1,0,1,1,4,0,673.25,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4,14,1,2816.34,0,0,9,9,1.0,124,2,0,1,0,1,1,1,1,2692.13,1,2,0.9559,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
18,14,0,819.74,0,0,28,1,0.036,1743,2,1,1,0,1,1,2,0,778.75,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
19,30,1,861.28,0,0,14,2,0.143,1017,2,1,1,0,1,1,0,1,818.22,0,1,0.95,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
18,7,0,200.0,1,22,18,1,0.056,205,1,1,1,0,1,1,2,0,190.0,0,1,0.95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
15,30,1,1229.21,0,0,27,1,0.037,1613,1,1,1,0,1,1,0,1,1167.75,0,0,0.95,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
17,14,0,1543.24,0,0,15,0,0.0,1783,1,1,1,0,1,0,5,0,1466.08,0,1,0.95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16,30,1,2135.27,1,20,5,2,0.4,435,1,1,1,0,1,1,3,0,2028.51,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,7,0,3522.51,0,0,7,9,1.0,330,2,0,1,0,0,0,3,0,3381.85,0,2,0.9601,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0
5,30,1,2933.21,1,22,2,3,1.0,1142,1,1,1,0,1,1,4,0,2786.55,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,30,1,1891.04,1,20,10,0,0.0,1774,1,1,1,0,1,1,5,0,1796.49,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
19,7,0,2931.52,1,6,9,1,0.111,1139,1,1,1,0,1,1,5,0,2784.94,0,1,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
11,7,0,1160.63,1,8,25,3,0.12,1129,1,1,1,0,1,1,1,1,1102.6,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20,14,0,1554.74,0,0,3,0,0.0,119,1,1,1,0,1,1,3,0,1477.0,0,2,0.95,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11,14,1,833.72,0,0,8,1,0.125,1020,1,1,1,0,1,1,6,0,792.03,0,1,0.95,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0
6,30,1,1281.53,0,0,8,3,0.375,219,1,1,1,0,1,1,2,0,1217.45,0,1,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
10,30,1,2088.32,1,20,24,3,0.125,1787,1,1,1,0,1,1,5,0,1983.9,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
16,30,1,1386.97,0,0,4,3,0.75,1459,1,1,1,0,1,1,5,0,1317.62,0,1,0.95,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
10,14,1,2573.34,1,10,29,1,0.034,1095,1,1,1,0,1,1,0,1,2444.67,0,0,0.95,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0
8,7,0,592.27,1,35,4,12,1.0,43,4,0,1,0,1,0,6,0,584.92,0,2,0.9876,0,0,1,0,1,1,0,1,1,2,0,1,0,0,0
8,14,1,3079.16,0,0,25,1,0.04,1676,1,1,1,0,1,1,2,0,2925.2,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0
9,7,0,3120.08,0,0,11,0,0.0,1459,1,1,1,0,1,1,3,0,2964.08,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
18,30,1,258.87,0,0,13,2,0.154,780,1,1,1,0,1,1,1,1,245.93,0,0,0.95,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
21,7,0,3867.25,0,0,16,4,0.25,178,1,0,1,0,1,1,5,0,3713.66,0,2,0.9603,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0
8,30,1,1644.58,1,23,15,0,0.0,684,1,1,1,0,1,1,5,0,1562.35,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
15,14,0,825.76,0,0,16,1,0.062,1730,1,1,1,0,1,0,0,1,784.47,0,0,0.95,0,0,0,0,1,0,1,0,2,2,0,1,0,0,0
20,14,0,2398.55,1,8,21,3,0.143,682,1,1,1,0,1,1,6,0,2278.62,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
4,7,1,981.4,1,18,14,3,0.214,1176,1,1,1,0,1,1,1,1,932.33,0,0,0.95,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
10,7,0,2630.65,0,0,13,3,0.231,827,1,1,1,0,1,1,4,0,2499.12,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,7,0,2930.95,0,0,11,3,0.273,1635,1,1,1,0,1,1,4,0,2784.4,0,1,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4,7,1,1806.51,0,0,10,2,0.2,388,1,1,1,0,1,1,6,0,1716.18,0,1,0.95,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
28,7,0,6838.91,0,0,15,9,0.6,368,1,0,1,0,1,0,5,0,6523.44,1,0,0.9539,1,0,0,0,1,0,0,0,3,1,1,0,0,0,0
13,30,1,3023.98,0,0,11,14,1.0,31,3,1,1,0,1,0,3,0,3010.02,1,2,0.9954,1,0,1,0,1,0,0,1,4,1,0,1,0,0,0
20,30,1,200.0,1,10,19,2,0.105,1785,1,1,1,0,1,1,3,0,190.0,0,1,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16,14,0,1085.0,0,0,21,1,0.048,1652,1,1,1,0,1,1,6,0,1030.75,0,1,0.95,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
6,7,1,1632.87,1,5,29,3,0.103,931,1,1,1,0,1,1,2,0,1551.23,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10,7,0,1218.7,0,0,22,3,0.136,896,1,0,1,0,1,1,1,1,1157.77,0,1,0.95,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
15,14,0,1563.71,1,19,23,0,0.0,806,1,1,1,0,1,1,6,0,1485.52,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
5,7,1,1500.37,1,30,12,8,0.667,210,3,0,1,0,1,1,1,1,1433.57,1,0,0.9555,0,0,1,0,0,1,1,0,3,2,0,0,0,1,0
17,30,1,1102.21,0,0,8,1,0.125,1721,1,1,1,0,1,1,2,0,1047.1,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10,30,1,2086.7,0,0,22,3,0.136,1589,2,1,1,0,1,1,4,0,1982.36,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0
14,14,1,1578.51,1,26,10,5,0.5,325,1,0,1,0,0,0,3,0,1505.9,0,1,0.954,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0
15,14,0,1735.87,0,0,5,0,0.0,1362,1,1,1,0,1,1,2,0,1649.08,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,30,1,1312.14,1,5,4,1,0.25,1695,1,1,1,0,1,1,1,1,1246.53,0,0,0.95,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0
13,30,1,2475.23,0,0,11,2,0.182,1485,1,1,1,0,1,1,2,0,2351.47,0,1,0.95,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18,14,0,782.5,1,13,19,1,0.053,181,1,1,1,0,1,1,6,0,743.38,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
8,14,1,1586.48,0,0,25,3,0.12,406,1,1,1,0,1,1,5,0,1507.16,0,2,0.95,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
7,7,1,7056.92,1,28,7,6,0.857,210,1,0,1,0,1,0,0,1,6459.62,0,0,0.9154,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0
3,30,1,200.0,1,6,14,3,0.214,1174,1,1,0,0,1,1,3,0,190.0,0,1,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
9,30,1,2863.09,1,15,10,2,0.2,1271,1,1,1,0,1,1,2,0,2719.94,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,30,1,504.23,1,5,8,2,0.25,1511,1,1,1,0,1,1,1,1,479.02,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7,14,1,1341.28,1,22,7,3,0.429,243,1,1,1,0,1,1,1,1,1274.22,0,2,0.95,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
8,7,0,1896.14,0,0,23,1,0.043,110,1,1,1,0,1,1,0,1,1801.33,0,0,0.95,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
5,30,1,1191.51,0,0,28,3,0.107,471,1,1,1,0,1,1,6,0,1131.93,0,0,0.95,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7,1,780.76,1,11,26,1,0.038,1231,1,1,1,0,1,1,1,1,741.72,0,0,0.95,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
8,14,1,997.63,1,15,10,0,0.0,576,2,1,1,0,1,1,6,0,947.75,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20,30,1,1551.26,1,21,10,0,0.0,806,1,1,1,0,1,1,1,1,1473.7,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
11,30,1,680.09,0,0,19,1,0.053,745,1,1,1,0,1,1,1,1,646.09,0,0,0.95,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
6,7,1,3449.75,1,31,18,8,0.444,288,1,0,1,0,1,1,0,1,3316.48,0,1,0.9614,1,0,0,0,0,1,1,0,2,2,0,1,0,0,0
6,30,1,1108.89,0,0,6,0,0.0,609,1,1,1,0,1,1,1,1,1053.45,0,1,0.95,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
19,14,0,2205.38,0,0,7,3,0.429,485,1,1,1,0,1,1,0,1,2095.11,0,0,0.95,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
5,14,1,1164.07,1,13,27,0,0.0,121,1,1,1,0,1,1,5,0,1105.87,0,1,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12,30,1,1732.63,1,9,9,1,0.111,470,1,0,1,0,1,1,3,0,1646.0,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
4,7,1,706.15,0,0,10,0,0.0,1176,2,1,1,0,1,1,4,0,670.84,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20,14,0,1435.95,0,0,20,2,0.1,199,1,1,1,0,1,1,3,0,1364.15,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
1,7,1,4896.91,1,22,18,6,0.333,375,2,0,1,0,1,1,5,0,4578.89,1,2,0.9351,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0
7,14,1,3064.47,1,7,4,1,0.25,1746,1,1,1,0,1,1,2,0,2911.25,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
3,30,1,3026.67,0,0,27,0,0.0,1178,1,1,1,0,1,1,4,0,2875.34,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0
4,14,1,3648.99,0,0,15,5,0.333,261,2,1,1,1,1,0,3,0,3324.96,1,0,0.9112,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0
6,14,1,1673.88,0,0,25,1,0.04,1458,1,1,1,0,1,1,1,1,1590.19,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
6,14,1,1993.54,1,21,9,1,0.111,851,1,1,1,0,1,1,4,0,1893.86,0,0,0.95,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0
20,14,0,2668.58,1,12,4,1,0.25,696,1,1,1,0,1,1,5,0,2535.15,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,7,0,2036.84,1,6,29,1,0.034,306,2,1,1,0,1,1,5,0,1935.0,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,30,1,202.31,1,19,28,0,0.0,564,1,0,1,0,1,1,5,0,192.19,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
20,14,0,3130.64,0,0,29,1,0.034,1464,1,1,1,0,1,1,3,0,2974.11,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
17,14,0,1525.42,1,15,24,1,0.042,1233,1,1,1,0,1,1,2,0,1449.15,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
10,7,0,1539.83,0,0,6,0,0.0,1277,2,1,1,0,1,1,6,0,1462.84,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
17,7,0,3107.55,0,0,6,1,0.167,1497,1,1,1,0,1,1,4,0,2952.17,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,7,0,983.28,0,0,21,0,0.0,148,1,1,1,0,1,1,2,0,934.12,0,1,0.95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
8,14,1,1539.18,1,17,1,0,0.0,763,2,1,1,0,1,1,3,0,1462.22,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
20,7,0,709.95,0,0,22,3,0.136,1101,1,1,1,0,1,1,4,0,674.45,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13,14,1,2076.84,1,12,15,1,0.067,235,1,1,1,0,1,1,0,1,1973.0,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17,14,0,1277.18,1,13,3,0,0.0,1576,1,1,1,0,1,1,6,0,1213.32,0,0,0.95,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0
10,14,1,1651.54,1,11,26,3,0.115,1716,1,1,1,0,1,1,4,0,1568.96,0,0,0.95,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0
18,30,1,2033.58,0,0,9,0,0.0,114,1,1,1,0,1,1,6,0,1931.9,0,2,0.95,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
4,14,1,1711.95,1,21,29,1,0.034,141,1,1,1,0,1,1,3,0,1626.35,0,0,0.95,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0
17,7,0,2098.47,0,0,10,0,0.0,1690,1,1,1,0,1,1,2,0,1993.55,0,1,0.95,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
6,14,1,298.18,1,24,12,0,0.0,391,1,1,1,0,1,1,5,0,283.27,0,1,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
18,30,1,2280.09,0,0,7,1,0.143,119,1,1,1,0,1,1,5,0,2166.09,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
15,14,0,1890.33,0,0,27,2,0.074,1516,1,1,1,0,1,1,4,0,1795.81,0,0,0.95,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0
4,7,1,2609.76,1,21,17,2,0.118,1389,1,1,1,0,1,1,1,1,2479.27,0,0,0.95,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
